% Model:              Transmission rate calculation.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 10 2025, 10:00
% Table:              目标表面 - 目标表面
% B1 (mm)                freq (Hz)                abs(comp1.w) (m)
67                       86000                    7.742430807555351E-7
67                       87000                    1.1959884229118123E-6
67                       88000                    1.6549272497178088E-6
67                       89000                    1.1064891790955501E-6
67                       90000                    8.813967683933295E-7
67                       91000                    9.702855587019025E-7
67                       92000                    1.4606368435564053E-6
67                       93000                    1.4655162266155816E-6
67                       94000                    9.136781646589728E-7
67                       95000                    7.826389537105967E-7
67                       96000                    1.0467830104616364E-6
67                       97000                    1.8757411354370981E-6
67                       98000                    8.306223751928708E-7
67                       99000                    7.765193931045566E-7
67                       100000                   1.323665497592812E-6
68                       10000                    2.631777954082135E-6
68                       11000                    5.980291858033786E-7
68                       12000                    5.850821964757707E-7
68                       13000                    1.99899963605309E-6
68                       14000                    4.817429231703532E-7
68                       15000                    4.688231641487065E-7
68                       16000                    1.5411787592351104E-6
68                       17000                    5.190306214855241E-7
68                       18000                    3.820370652565574E-7
68                       19000                    6.684673187597529E-7
68                       20000                    7.362308664413556E-7
68                       21000                    3.338012009366804E-7
68                       22000                    3.347852411885575E-7
68                       23000                    6.897921956295355E-7
68                       24000                    5.078417805935884E-7
68                       25000                    3.4780580648776744E-7
68                       26000                    4.482661683085043E-7
68                       27000                    8.540624436796507E-7
68                       28000                    9.034216920432019E-7
68                       29000                    7.731208987492184E-7
68                       30000                    8.067378936746414E-7
68                       31000                    9.946688525459054E-7
68                       32000                    1.5036144105934407E-6
68                       33000                    1.4606729010238841E-6
68                       34000                    9.790614888559022E-7
68                       35000                    9.152500011409802E-7
68                       36000                    1.2934158442820711E-6
68                       37000                    2.0985942168487214E-6
68                       38000                    1.138130783203037E-6
68                       39000                    8.279419462115447E-7
68                       40000                    9.004700948271915E-7
68                       41000                    1.525369616967739E-6
68                       42000                    1.8084679805239676E-6
68                       43000                    9.356799603708935E-7
68                       44000                    7.507092841657012E-7
68                       45000                    8.823386155476986E-7
68                       46000                    1.5898908185358004E-6
68                       47000                    1.4560153871471192E-6
68                       48000                    8.126109944503342E-7
68                       49000                    6.900669166827945E-7
68                       50000                    8.439030638183573E-7
68                       51000                    1.5487337566630114E-6
68                       52000                    1.3121178721029453E-6
68                       53000                    7.573978711584332E-7
68                       54000                    6.572557487433067E-7
68                       55000                    8.193564982305789E-7
68                       56000                    1.5245766814211028E-6
68                       57000                    1.2389934955057144E-6
68                       58000                    7.406952362667632E-7
68                       59000                    6.683970040881986E-7
68                       60000                    8.618664821602296E-7
68                       61000                    1.2588236075028704E-6
68                       62000                    8.823875354839593E-7
68                       63000                    6.586548716020227E-7
68                       64000                    4.981191185280944E-7
68                       65000                    8.513208395406732E-7
68                       66000                    4.793582170726784E-7
68                       67000                    7.340550743055674E-7
68                       68000                    1.2053998026595734E-6
68                       69000                    4.0102347757283524E-7
68                       70000                    7.351024761543222E-7
68                       71000                    5.605612270393982E-7
68                       72000                    5.186214276349099E-7
68                       73000                    1.1823531415547814E-6
68                       74000                    7.64797935535744E-7
68                       75000                    6.226528418100682E-7
68                       76000                    6.745025589617477E-7
68                       77000                    9.155205640278579E-7
68                       78000                    1.2321489303179112E-6
68                       79000                    7.65394420314637E-7
68                       80000                    6.614917590196956E-7
68                       81000                    8.356713103388478E-7
68                       82000                    1.3712638425793166E-6
68                       83000                    1.1766282221096766E-6
68                       84000                    7.531106890769348E-7
68                       85000                    6.745635587748057E-7
68                       86000                    7.926665088088935E-7
68                       87000                    1.2157070403730458E-6
68                       88000                    1.701478537655681E-6
68                       89000                    1.0684419938180197E-6
68                       90000                    8.464458117859132E-7
68                       91000                    9.318305724512429E-7
68                       92000                    1.3661133467432444E-6
68                       93000                    1.5483446828278412E-6
68                       94000                    9.562456852865024E-7
68                       95000                    7.955599422680974E-7
68                       96000                    1.1823320768807262E-6
68                       97000                    1.6065845231544195E-6
68                       98000                    7.617656694003807E-7
68                       99000                    8.678261206545835E-7
68                       100000                   1.2540227285006524E-6
69                       10000                    2.698107938279231E-6
69                       11000                    5.925433156216325E-7
69                       12000                    5.842298006858744E-7
69                       13000                    1.989451385615379E-6
69                       14000                    4.827609038150161E-7
69                       15000                    4.7398055850777547E-7
69                       16000                    1.5789096883704872E-6
69                       17000                    5.110918139907975E-7
69                       18000                    3.8024234655848065E-7
69                       19000                    6.704734000522803E-7
69                       20000                    7.322995364430354E-7
69                       21000                    3.3483138834028876E-7
69                       22000                    3.389876689283225E-7
69                       23000                    7.070312160030564E-7
69                       24000                    4.968056554384358E-7
69                       25000                    3.445349417475938E-7
69                       26000                    4.4757611383507096E-7
69                       27000                    8.565512874877287E-7
69                       28000                    9.017401156162315E-7
69                       29000                    7.744072530401839E-7
69                       30000                    8.118128284477844E-7
69                       31000                    1.0066225228545129E-6
69                       32000                    1.520284293530579E-6
69                       33000                    1.4343587599144815E-6
69                       34000                    9.67252847870658E-7
69                       35000                    9.130559946584846E-7
69                       36000                    1.3032351543321255E-6
69                       37000                    2.087699594009401E-6
69                       38000                    1.1302058561442826E-6
69                       39000                    8.317226574940187E-7
69                       40000                    9.168162529545255E-7
69                       41000                    1.582167599126837E-6
69                       42000                    1.7467031204242411E-6
69                       43000                    9.154502933381453E-7
69                       44000                    7.462485920023935E-7
69                       45000                    8.903949976791148E-7
69                       46000                    1.6283517295451458E-6
69                       47000                    1.4183970271531122E-6
69                       48000                    8.03263509827779E-7
69                       49000                    6.926556635264331E-7
69                       50000                    8.624691618640432E-7
69                       51000                    1.5983453818736812E-6
69                       52000                    1.2596290221856779E-6
69                       53000                    7.460648283164546E-7
69                       54000                    6.628331562119368E-7
69                       55000                    8.504207831718549E-7
69                       56000                    1.5951556150625341E-6
69                       57000                    1.1420933717331109E-6
69                       58000                    7.045054686668784E-7
69                       59000                    6.512799715291202E-7
69                       60000                    8.710379325526847E-7
69                       61000                    1.3706255529298994E-6
69                       62000                    9.459417652856193E-7
69                       63000                    5.753558189478985E-7
69                       64000                    4.587189464473135E-7
69                       65000                    7.942916699046099E-7
69                       66000                    4.643278342843966E-7
69                       67000                    7.374904901171672E-7
69                       68000                    2.4506792716087263E-7
69                       69000                    5.720640666515725E-7
69                       70000                    1.3907005926803486E-6
69                       71000                    6.815313654765226E-7
69                       72000                    5.582710161677548E-7
69                       73000                    1.2660394280523864E-6
69                       74000                    3.767075561369678E-7
69                       75000                    5.799014067545317E-7
69                       76000                    5.205420854935951E-7
69                       77000                    9.814020636121012E-7
69                       78000                    1.2635231744309043E-6
69                       79000                    7.300522820640358E-7
69                       80000                    6.737590230792061E-7
69                       81000                    8.451266656009545E-7
69                       82000                    1.2912955047015781E-6
69                       83000                    1.1655293922978822E-6
69                       84000                    7.712307478967291E-7
69                       85000                    6.957370212610546E-7
69                       86000                    8.301145266600042E-7
69                       87000                    1.3577698861864493E-6
69                       88000                    1.7867952083542935E-6
69                       89000                    9.9291360126499E-7
69                       90000                    7.991855570710911E-7
69                       91000                    8.82078997496745E-7
69                       92000                    1.3469230336156885E-6
69                       93000                    1.5784748991904923E-6
69                       94000                    9.973691239936974E-7
69                       95000                    8.924806506337658E-7
69                       96000                    1.3753102477438967E-6
69                       97000                    1.1165532971680244E-6
69                       98000                    7.179055048593786E-7
69                       99000                    1.3637816499884453E-6
69                       100000                   1.5014002945786005E-6
70                       10000                    2.760000868263022E-6
70                       11000                    5.869826826485332E-7
70                       12000                    5.829763774442592E-7
70                       13000                    1.984065067777718E-6
70                       14000                    4.841718165358392E-7
70                       15000                    4.793493743138105E-7
70                       16000                    1.611869926156799E-6
70                       17000                    5.034811598605529E-7
70                       18000                    3.7837071428214653E-7
70                       19000                    6.716870060780691E-7
70                       20000                    7.301679513176956E-7
70                       21000                    3.361815308567459E-7
70                       22000                    3.433373289519023E-7
70                       23000                    7.234957475861882E-7
70                       24000                    4.864247091940197E-7
70                       25000                    3.4134720281925565E-7
70                       26000                    4.465769244725292E-7
70                       27000                    8.580535392094896E-7
70                       28000                    9.008035976015904E-7
70                       29000                    7.763004808090681E-7
70                       30000                    8.173475506974865E-7
70                       31000                    1.018864225481687E-6
70                       32000                    1.535699153174779E-6
70                       33000                    1.4092084074749615E-6
70                       34000                    9.555961936095082E-7
70                       35000                    9.09517167861616E-7
70                       36000                    1.3085494645907825E-6
70                       37000                    2.0807896754742283E-6
70                       38000                    1.126282965993342E-6
70                       39000                    8.360769261570786E-7
70                       40000                    9.315569498450664E-7
70                       41000                    1.6301282657038643E-6
70                       42000                    1.6934849672973384E-6
70                       43000                    8.98747735814758E-7
70                       44000                    7.417490400021391E-7
70                       45000                    8.950015267091191E-7
70                       46000                    1.6549859074880185E-6
70                       47000                    1.3954117487186554E-6
70                       48000                    7.978390802247087E-7
70                       49000                    6.949872372129982E-7
70                       50000                    8.756585333901855E-7
70                       51000                    1.629909416825505E-6
70                       52000                    1.2340979424142484E-6
70                       53000                    7.435110481209701E-7
70                       54000                    6.709996879501204E-7
70                       55000                    8.774937203532536E-7
70                       56000                    1.6185730261607214E-6
70                       57000                    1.0702522916013267E-6
70                       58000                    6.789180008973465E-7
70                       59000                    6.396565550387151E-7
70                       60000                    8.82801207836886E-7
70                       61000                    1.49936298335089E-6
70                       62000                    9.524299648471243E-7
70                       63000                    5.21806172944222E-7
70                       64000                    4.803987793707889E-7
70                       65000                    7.076478002610286E-7
70                       66000                    4.501234541050214E-7
70                       67000                    7.748199150549934E-7
70                       68000                    2.3378067918995002E-7
70                       69000                    6.512059174287231E-7
70                       70000                    6.982941250799361E-7
70                       71000                    7.409174532163038E-7
70                       72000                    5.898042662074285E-7
70                       73000                    1.242711878761743E-6
70                       74000                    5.493366127888376E-7
70                       75000                    5.685009507145882E-7
70                       76000                    4.380361280514346E-7
70                       77000                    1.006450865734343E-6
70                       78000                    1.2557567358526301E-6
70                       79000                    7.14980944901473E-7
70                       80000                    6.635471394723382E-7
70                       81000                    9.172338939407911E-7
70                       82000                    1.2475844555908279E-6
70                       83000                    1.1772751168161127E-6
70                       84000                    8.015357714799221E-7
70                       85000                    7.247840702542777E-7
70                       86000                    8.96615269832374E-7
70                       87000                    1.4852426903619823E-6
70                       88000                    1.4845782775424118E-6
70                       89000                    9.132890557708838E-7
70                       90000                    7.635392505368679E-7
70                       91000                    8.690269124890804E-7
70                       92000                    1.3394470572490022E-6
70                       93000                    1.6512594469213235E-6
70                       94000                    1.0574961347208566E-6
70                       95000                    9.13021735557895E-7
70                       96000                    1.3302283066027425E-6
70                       97000                    1.3618690916478795E-6
70                       98000                    7.660974286301466E-7
70                       99000                    1.0256772441670531E-6
70                       100000                   8.922505816471987E-7
71.00000000000001        10000                    2.813672307203518E-6
71.00000000000001        11000                    5.814837296091817E-7
71.00000000000001        12000                    5.812421525098657E-7
71.00000000000001        13000                    1.9838847915725504E-6
71.00000000000001        14000                    4.859268151034848E-7
71.00000000000001        15000                    4.845445982070769E-7
71.00000000000001        16000                    1.6370938993241125E-6
71.00000000000001        17000                    4.966097011696821E-7
71.00000000000001        18000                    3.7642401168238713E-7
71.00000000000001        19000                    6.715832538551188E-7
71.00000000000001        20000                    7.30277355395974E-7
71.00000000000001        21000                    3.3765334770844764E-7
71.00000000000001        22000                    3.471600713478142E-7
71.00000000000001        23000                    7.36439245924272E-7
71.00000000000001        24000                    4.782618926639767E-7
71.00000000000001        25000                    3.3884078739307245E-7
71.00000000000001        26000                    4.4568928788951633E-7
71.00000000000001        27000                    8.587392681988711E-7
71.00000000000001        28000                    9.003029926922002E-7
71.00000000000001        29000                    7.783389564027216E-7
71.00000000000001        30000                    8.225388309997E-7
71.00000000000001        31000                    1.0296772402077042E-6
71.00000000000001        32000                    1.5479478753761222E-6
71.00000000000001        33000                    1.3889107232650743E-6
71.00000000000001        34000                    9.459431074579241E-7
71.00000000000001        35000                    9.056627593304324E-7
71.00000000000001        36000                    1.310141692487764E-6
71.00000000000001        37000                    2.0804498672129023E-6
71.00000000000001        38000                    1.125827440719837E-6
71.00000000000001        39000                    8.398864149582643E-7
71.00000000000001        40000                    9.420272752399446E-7
71.00000000000001        41000                    1.6605821391847376E-6
71.00000000000001        42000                    1.6569599778116979E-6
71.00000000000001        43000                    8.883655079065473E-7
71.00000000000001        44000                    7.393430181743821E-7
71.00000000000001        45000                    8.991241973913309E-7
71.00000000000001        46000                    1.6762603447253142E-6
71.00000000000001        47000                    1.3790947398755516E-6
71.00000000000001        48000                    7.933827561375355E-7
71.00000000000001        49000                    6.956902282820722E-7
71.00000000000001        50000                    8.830128471747836E-7
71.00000000000001        51000                    1.6473064739194466E-6
71.00000000000001        52000                    1.2223466180117624E-6
71.00000000000001        53000                    7.442893867785941E-7
71.00000000000001        54000                    6.786033137527552E-7
71.00000000000001        55000                    8.983482275090849E-7
71.00000000000001        56000                    1.612348935637271E-6
71.00000000000001        57000                    1.0206675491346939E-6
71.00000000000001        58000                    6.63361191795299E-7
71.00000000000001        59000                    6.396280098276053E-7
71.00000000000001        60000                    9.342060735164405E-7
71.00000000000001        61000                    1.6282788469267676E-6
71.00000000000001        62000                    8.614111514330711E-7
71.00000000000001        63000                    4.818891109546429E-7
71.00000000000001        64000                    4.856017439070946E-7
71.00000000000001        65000                    6.900069654923087E-7
71.00000000000001        66000                    4.4652147989223584E-7
71.00000000000001        67000                    3.3084032866474785E-7
71.00000000000001        68000                    2.9457943018230074E-7
71.00000000000001        69000                    7.304480760311958E-7
71.00000000000001        70000                    2.773760232438069E-7
71.00000000000001        71000                    8.23647840758588E-7
71.00000000000001        72000                    5.89660198597217E-7
71.00000000000001        73000                    1.1864382908052617E-6
71.00000000000001        74000                    8.942465213743714E-7
71.00000000000001        75000                    5.768897865152141E-7
71.00000000000001        76000                    5.89413810306401E-7
71.00000000000001        77000                    1.102654648168849E-6
71.00000000000001        78000                    1.1897942069363297E-6
71.00000000000001        79000                    7.61548244202458E-7
71.00000000000001        80000                    6.26537497302657E-7
71.00000000000001        81000                    4.353221626071805E-7
71.00000000000001        82000                    1.200950277419546E-6
71.00000000000001        83000                    1.2531269472870425E-6
71.00000000000001        84000                    8.415791310843817E-7
71.00000000000001        85000                    7.673746980386896E-7
71.00000000000001        86000                    9.351201713780998E-7
71.00000000000001        87000                    1.4177771856188293E-6
71.00000000000001        88000                    1.38929409027403E-6
71.00000000000001        89000                    8.635297526514494E-7
71.00000000000001        90000                    7.521085681454344E-7
71.00000000000001        91000                    8.569887917285657E-7
71.00000000000001        92000                    1.4076998816917887E-6
71.00000000000001        93000                    1.6803208032308101E-6
71.00000000000001        94000                    9.89938623378643E-7
71.00000000000001        95000                    8.661508738293981E-7
71.00000000000001        96000                    1.1720846576589242E-6
71.00000000000001        97000                    1.3937767024884147E-6
71.00000000000001        98000                    8.400979327603271E-7
71.00000000000001        99000                    1.169779933518622E-6
71.00000000000001        100000                   7.647898714164054E-7
72.00000000000001        10000                    2.8619144676849004E-6
72.00000000000001        11000                    5.759258728975908E-7
72.00000000000001        12000                    5.803751652976732E-7
72.00000000000001        13000                    1.9794326743539774E-6
72.00000000000001        14000                    4.870710062101937E-7
72.00000000000001        15000                    4.901782567003228E-7
72.00000000000001        16000                    1.6593102854424067E-6
72.00000000000001        17000                    4.892880794584211E-7
72.00000000000001        18000                    3.7499556148627775E-7
72.00000000000001        19000                    6.755933356303835E-7
72.00000000000001        20000                    7.255450437813807E-7
72.00000000000001        21000                    3.3832625957873597E-7
72.00000000000001        22000                    3.511933764052555E-7
72.00000000000001        23000                    7.509384817628215E-7
72.00000000000001        24000                    4.6915679671066374E-7
72.00000000000001        25000                    3.366169835476059E-7
72.00000000000001        26000                    4.466255037894723E-7
72.00000000000001        27000                    8.632628072040982E-7
72.00000000000001        28000                    8.953171147612854E-7
72.00000000000001        29000                    7.777411653152689E-7
72.00000000000001        30000                    8.271080438752267E-7
72.00000000000001        31000                    1.0427561875777512E-6
72.00000000000001        32000                    1.5629843386267297E-6
72.00000000000001        33000                    1.3626964759466662E-6
72.00000000000001        34000                    9.354020413223517E-7
72.00000000000001        35000                    9.053504296888305E-7
72.00000000000001        36000                    1.3261318851944195E-6
72.00000000000001        37000                    2.0698237908464847E-6
72.00000000000001        38000                    1.1147532474004433E-6
72.00000000000001        39000                    8.417851512219621E-7
72.00000000000001        40000                    9.572408054991485E-7
72.00000000000001        41000                    1.7117922400886071E-6
72.00000000000001        42000                    1.6002462980926484E-6
72.00000000000001        43000                    8.740880112742126E-7
72.00000000000001        44000                    7.398632198095438E-7
72.00000000000001        45000                    9.168485513490465E-7
72.00000000000001        46000                    1.7358010624164262E-6
72.00000000000001        47000                    1.3261285638574513E-6
72.00000000000001        48000                    7.784834240975339E-7
72.00000000000001        49000                    6.95091094063449E-7
72.00000000000001        50000                    9.002549214440806E-7
72.00000000000001        51000                    1.6931112443680416E-6
72.00000000000001        52000                    1.1840329014493925E-6
72.00000000000001        53000                    7.369143450611058E-7
72.00000000000001        54000                    6.85832489640563E-7
72.00000000000001        55000                    9.290437547387736E-7
72.00000000000001        56000                    1.6002682774473746E-6
72.00000000000001        57000                    9.657054547716021E-7
72.00000000000001        58000                    6.544828715330073E-7
72.00000000000001        59000                    6.613087521892262E-7
72.00000000000001        60000                    1.068061829997365E-6
72.00000000000001        61000                    1.5246949015028468E-6
72.00000000000001        62000                    7.316551225092982E-7
72.00000000000001        63000                    4.788955845894063E-7
72.00000000000001        64000                    5.020439785698203E-7
72.00000000000001        65000                    6.962970385951472E-7
72.00000000000001        66000                    4.5128134863715467E-7
72.00000000000001        67000                    9.42410065908446E-7
72.00000000000001        68000                    3.6942404570772026E-7
72.00000000000001        69000                    7.718684055570826E-7
72.00000000000001        70000                    4.761163097951441E-7
72.00000000000001        71000                    8.236434679746005E-7
72.00000000000001        72000                    6.051442883373136E-7
72.00000000000001        73000                    1.089718112577004E-6
72.00000000000001        74000                    8.455671841483955E-7
72.00000000000001        75000                    5.426606013354741E-7
72.00000000000001        76000                    6.514181566037831E-7
72.00000000000001        77000                    1.193795858650435E-6
72.00000000000001        78000                    9.526365506908344E-7
72.00000000000001        79000                    6.772432261674884E-7
72.00000000000001        80000                    5.869856218455472E-7
72.00000000000001        81000                    7.34933903283019E-7
72.00000000000001        82000                    1.2382442306073552E-6
72.00000000000001        83000                    1.2204962669036931E-6
72.00000000000001        84000                    8.580470450255708E-7
72.00000000000001        85000                    7.606048575968472E-7
72.00000000000001        86000                    9.30306707081927E-7
72.00000000000001        87000                    1.4751444880136704E-6
72.00000000000001        88000                    1.3274822555086072E-6
72.00000000000001        89000                    8.816974259087625E-7
72.00000000000001        90000                    7.726133010941869E-7
72.00000000000001        91000                    9.39244736540603E-7
72.00000000000001        92000                    1.6409380466310908E-6
72.00000000000001        93000                    1.4661230244423904E-6
72.00000000000001        94000                    8.670300566494306E-7
72.00000000000001        95000                    8.128986935088518E-7
72.00000000000001        96000                    9.968829524081775E-7
72.00000000000001        97000                    1.254551701270566E-6
72.00000000000001        98000                    9.011370515263861E-7
72.00000000000001        99000                    1.1750062464481384E-6
72.00000000000001        100000                   9.302197209993538E-7
73                       10000                    2.8965668936387484E-6
73                       11000                    5.708743804107962E-7
73                       12000                    5.795204168287545E-7
73                       13000                    1.977578756917848E-6
73                       14000                    4.881472128603461E-7
73                       15000                    4.951420818290057E-7
73                       16000                    1.671750981056918E-6
73                       17000                    4.834867811998927E-7
73                       18000                    3.74088199337295E-7
73                       19000                    6.801376705175992E-7
73                       20000                    7.209878401089342E-7
73                       21000                    3.386871923389477E-7
73                       22000                    3.543244203702611E-7
73                       23000                    7.613035672082008E-7
73                       24000                    4.624726727055876E-7
73                       25000                    3.352278049845226E-7
73                       26000                    4.480155935192425E-7
73                       27000                    8.675427222604551E-7
73                       28000                    8.899604090162499E-7
73                       29000                    7.762691823377209E-7
73                       30000                    8.300225704919475E-7
73                       31000                    1.052463103432586E-6
73                       32000                    1.5733498117723092E-6
73                       33000                    1.3444605938431191E-6
73                       34000                    9.287012988487479E-7
73                       35000                    9.063226770964251E-7
73                       36000                    1.34076801860137E-6
73                       37000                    2.0602103819401363E-6
73                       38000                    1.1045098440797635E-6
73                       39000                    8.41126465411363E-7
73                       40000                    9.648651667554347E-7
73                       41000                    1.7377798857464549E-6
73                       42000                    1.5683837862893157E-6
73                       43000                    8.675121595482175E-7
73                       44000                    7.422411680133227E-7
73                       45000                    9.315539240724578E-7
73                       46000                    1.7777132570643216E-6
73                       47000                    1.290730205586747E-6
73                       48000                    7.684553411549126E-7
73                       49000                    6.940669804940852E-7
73                       50000                    9.099849814385514E-7
73                       51000                    1.7199285529031703E-6
73                       52000                    1.1668276663978215E-6
73                       53000                    7.343576023143205E-7
73                       54000                    6.904035489601372E-7
73                       55000                    9.437016539901135E-7
73                       56000                    1.5755319185954165E-6
73                       57000                    9.475417344796407E-7
73                       58000                    6.600429267385115E-7
73                       59000                    6.917518402007121E-7
73                       60000                    1.2139175002687897E-6
73                       61000                    1.2965708071162693E-6
73                       62000                    6.347683808280324E-7
73                       63000                    4.717753655395134E-7
73                       64000                    5.888495724362839E-7
73                       65000                    6.751746421022014E-7
73                       66000                    4.7098139640202945E-7
73                       67000                    9.046280547440045E-7
73                       68000                    3.5902646652236966E-7
73                       69000                    1.1063247214480716E-6
73                       70000                    4.345959573881126E-7
73                       71000                    8.951139915058227E-7
73                       72000                    5.89638863562715E-7
73                       73000                    1.025173214733232E-6
73                       74000                    8.672140771025633E-7
73                       75000                    6.210700161488023E-7
73                       76000                    7.033547863944098E-7
73                       77000                    1.2183241925301985E-6
73                       78000                    9.950643047287991E-7
73                       79000                    6.335949288423367E-7
73                       80000                    6.222550170966773E-7
73                       81000                    7.37451165563313E-7
73                       82000                    1.2842658371002902E-6
73                       83000                    1.265646364857807E-6
73                       84000                    9.085984820689962E-7
73                       85000                    7.540562223853017E-7
73                       86000                    9.21965485917538E-7
73                       87000                    1.4242106750952058E-6
73                       88000                    1.3199774313108622E-6
73                       89000                    8.587271414588088E-7
73                       90000                    8.275880100365679E-7
73                       91000                    1.0211564239073608E-6
73                       92000                    1.544637862041036E-6
73                       93000                    1.365807353397364E-6
73                       94000                    8.243470690351619E-7
73                       95000                    7.806537901359254E-7
73                       96000                    1.1981628414213023E-6
73                       97000                    1.4953426479820605E-6
73                       98000                    8.194053538914512E-7
73                       99000                    1.1684828122496532E-6
73                       100000                   9.435536746093385E-7
74                       10000                    2.9174536609517237E-6
74                       11000                    5.664543533523675E-7
74                       12000                    5.790555954433284E-7
74                       13000                    1.975389885763722E-6
74                       14000                    4.887579203917781E-7
74                       15000                    4.991745856367323E-7
74                       16000                    1.6764275606950475E-6
74                       17000                    4.790861193914725E-7
74                       18000                    3.7376875611885077E-7
74                       19000                    6.858819962578282E-7
74                       20000                    7.155254012453008E-7
74                       21000                    3.384548088323779E-7
74                       22000                    3.563069858266278E-7
74                       23000                    7.677064231882504E-7
74                       24000                    4.5830904706345385E-7
74                       25000                    3.348718576599181E-7
74                       26000                    4.5037033615034885E-7
74                       27000                    8.725709691382562E-7
74                       28000                    8.835448403430539E-7
74                       29000                    7.732997474358399E-7
74                       30000                    8.305655335009003E-7
74                       31000                    1.0578589285437049E-6
74                       32000                    1.5794301765336185E-6
74                       33000                    1.3343697189230346E-6
74                       34000                    9.263729330919495E-7
74                       35000                    9.100809315667809E-7
74                       36000                    1.3583251863064953E-6
74                       37000                    2.0485676501428347E-6
74                       38000                    1.0927156424387592E-6
74                       39000                    8.379597365554478E-7
74                       40000                    9.670554280334996E-7
74                       41000                    1.7486368926676261E-6
74                       42000                    1.5527078623913384E-6
74                       43000                    8.662342565593465E-7
74                       44000                    7.469318764697865E-7
74                       45000                    9.472389191987132E-7
74                       46000                    1.8140798430029718E-6
74                       47000                    1.2595089206276511E-6
74                       48000                    7.596594385470066E-7
74                       49000                    6.929330769181302E-7
74                       50000                    9.181700616333869E-7
74                       51000                    1.741931266919636E-6
74                       52000                    1.1487464306196133E-6
74                       53000                    7.287010245670754E-7
74                       54000                    6.893165218476137E-7
74                       55000                    9.458821490722169E-7
74                       56000                    1.5660854827368149E-6
74                       57000                    9.527051894495871E-7
74                       58000                    6.766367052133816E-7
74                       59000                    7.341848826633398E-7
74                       60000                    1.3747726364381714E-6
74                       61000                    1.0812082192198275E-6
74                       62000                    5.76473112943724E-7
74                       63000                    4.884994951069452E-7
74                       64000                    8.134053307328071E-7
74                       65000                    6.22882452888109E-7
74                       66000                    4.995276400442165E-7
74                       67000                    9.27378624593758E-7
74                       68000                    3.9215553333884344E-7
74                       69000                    3.7603578290529317E-7
74                       70000                    4.426759475798616E-7
74                       71000                    7.379485630192632E-7
