% Model:              Transmission rate calculation.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 9 2025, 16:30
% Table:              目标表面 - 目标表面
% B1 (mm)                freq (Hz)                abs(comp1.w) (m)
56                       65000                    6.036155590894902E-7
56                       66000                    8.667038735747786E-7
56                       67000                    9.205471874323256E-7
56                       68000                    6.562518669899096E-7
56                       69000                    5.259313641366714E-7
56                       70000                    5.134459546959906E-7
56                       71000                    6.141817824630743E-7
56                       72000                    8.96404087508892E-7
56                       73000                    1.0402612276519052E-6
56                       74000                    6.907105098379063E-7
56                       75000                    5.098900203965468E-7
56                       76000                    4.5899404890027E-7
56                       77000                    4.938040782611274E-7
56                       78000                    6.281365604524472E-7
56                       79000                    8.336767351391563E-7
56                       80000                    7.462959939304552E-7
56                       81000                    5.429792305317613E-7
56                       82000                    4.4536301119920545E-7
56                       83000                    4.237169755878192E-7
56                       84000                    4.623880422571003E-7
56                       85000                    5.763414929188791E-7
56                       86000                    8.0649166627926E-7
56                       87000                    1.0957139061391396E-6
56                       88000                    1.1012722110303183E-6
56                       89000                    9.806037993808928E-7
56                       90000                    9.774593141345126E-7
56                       91000                    1.1542412026523283E-6
56                       92000                    1.5825626909377356E-6
56                       93000                    1.7394773348475623E-6
56                       94000                    1.2212309480735507E-6
56                       95000                    9.080628381571839E-7
56                       96000                    7.982443429592077E-7
56                       97000                    8.230534812103912E-7
56                       98000                    9.949468510592904E-7
56                       99000                    1.3763771485537124E-6
56                       100000                   1.64156837104166E-6
57                       10000                    4.724872568049682E-7
57                       11000                    4.899776982120858E-7
57                       12000                    1.4992755275411857E-6
57                       13000                    4.0149540729353197E-7
57                       14000                    3.0857395756769506E-7
57                       15000                    4.868578571127267E-7
57                       16000                    1.3236303159432287E-6
57                       17000                    5.531125382477738E-7
57                       18000                    6.129248780444149E-7
57                       19000                    1.2570296589858115E-6
57                       20000                    4.504262764946598E-7
57                       21000                    3.192563642933569E-7
57                       22000                    3.948796359485121E-7
57                       23000                    7.692693631030443E-7
57                       24000                    4.737983952240611E-7
57                       25000                    3.840484617776219E-7
57                       26000                    5.15242792691123E-7
57                       27000                    7.602978370134757E-7
57                       28000                    6.82387883766272E-7
57                       29000                    6.532096189678896E-7
57                       30000                    7.557214885917123E-7
57                       31000                    9.978424254655482E-7
57                       32000                    1.4500944267338613E-6
57                       33000                    1.2202055396320804E-6
57                       34000                    7.34959271776284E-7
57                       35000                    5.64277693477548E-7
57                       36000                    5.590119016429495E-7
57                       37000                    7.265011855195104E-7
57                       38000                    1.3042841175230217E-6
57                       39000                    1.3712595682604285E-6
57                       40000                    8.433462671869673E-7
57                       41000                    7.369735654355267E-7
57                       42000                    9.145141461199598E-7
57                       43000                    1.7537870416438464E-6
57                       44000                    1.4847886999059394E-6
57                       45000                    7.874974727537355E-7
57                       46000                    6.239335253117883E-7
57                       47000                    6.593241514731383E-7
57                       48000                    9.196366053136266E-7
57                       49000                    1.4380282559265149E-6
57                       50000                    1.0580054280581597E-6
57                       51000                    7.398353868885211E-7
57                       52000                    6.770502518422959E-7
57                       53000                    8.001620342840491E-7
57                       54000                    1.2689772305934163E-6
57                       55000                    2.000769041515043E-6
57                       56000                    1.2807513212110107E-6
57                       57000                    9.712738015326821E-7
57                       58000                    1.0114356503087093E-6
57                       59000                    1.3956006171467845E-6
57                       60000                    1.4396133255909718E-6
57                       61000                    8.166036875616098E-7
57                       62000                    5.557121237253526E-7
57                       63000                    4.678207541132851E-7
57                       64000                    4.7109530296876067E-7
57                       65000                    5.667930702304991E-7
57                       66000                    8.108331442093298E-7
57                       67000                    1.0149038877681084E-6
57                       68000                    7.635000025354768E-7
57                       69000                    5.960699996366898E-7
57                       70000                    5.721748642992154E-7
57                       71000                    6.830603243332884E-7
57                       72000                    9.81973111732193E-7
57                       73000                    9.656392650606191E-7
57                       74000                    6.084010534985093E-7
57                       75000                    4.4749372554488804E-7
57                       76000                    3.9659847152085597E-7
57                       77000                    4.134480597126581E-7
57                       78000                    5.037243485638876E-7
57                       79000                    6.896700293046434E-7
57                       80000                    7.88093082271804E-7
57                       81000                    6.218683651178404E-7
57                       82000                    4.982608053731322E-7
57                       83000                    4.606507038435004E-7
57                       84000                    4.915177679415948E-7
57                       85000                    6.020833602133552E-7
57                       86000                    8.321771696452209E-7
57                       87000                    1.1246571585299337E-6
57                       88000                    1.1182883633659908E-6
57                       89000                    9.753518014785357E-7
57                       90000                    9.492328150228673E-7
57                       91000                    1.0882280372304588E-6
57                       92000                    1.4520196014410813E-6
57                       93000                    1.6906112439342659E-6
57                       94000                    1.244401025424536E-6
57                       95000                    9.129444820331069E-7
57                       96000                    7.848283840637682E-7
57                       97000                    7.898466915511811E-7
57                       98000                    9.321160279374592E-7
57                       99000                    1.2937499529457309E-6
57                       100000                   1.7725139575728226E-6
58                       10000                    4.5607391321353175E-7
58                       11000                    4.582271898764855E-7
58                       12000                    1.4767897491132644E-6
58                       13000                    4.258536270086712E-7
58                       14000                    3.143973417148695E-7
58                       15000                    4.817604045298143E-7
58                       16000                    1.356723236457281E-6
58                       17000                    5.614030855189796E-7
58                       18000                    6.039820404919448E-7
58                       19000                    1.2754589774193798E-6
58                       20000                    4.5668246971581626E-7
58                       21000                    3.141433831154974E-7
58                       22000                    3.7345188575620635E-7
58                       23000                    7.254613898206671E-7
58                       24000                    5.137032100152094E-7
58                       25000                    4.065035048768991E-7
58                       26000                    5.409584126614566E-7
58                       27000                    7.800714810061294E-7
58                       28000                    6.650661965670891E-7
58                       29000                    6.200428675336609E-7
58                       30000                    7.011396339573935E-7
58                       31000                    9.063145735395445E-7
58                       32000                    1.3531131438898222E-6
58                       33000                    1.3461807221955925E-6
58                       34000                    7.903473659568604E-7
58                       35000                    5.836459618554687E-7
58                       36000                    5.611744432659755E-7
58                       37000                    7.074602285359889E-7
58                       38000                    1.2537278395871322E-6
58                       39000                    1.5713639944788122E-6
58                       40000                    9.320974952595012E-7
58                       41000                    7.917956923037746E-7
58                       42000                    9.748821950155647E-7
58                       43000                    1.8169135180682232E-6
58                       44000                    1.3290568700550844E-6
58                       45000                    7.232288228798433E-7
58                       46000                    5.698151357820454E-7
58                       47000                    5.854479568513357E-7
58                       48000                    7.737570858971542E-7
58                       49000                    1.264849510675933E-6
58                       50000                    1.2316988583780993E-6
58                       51000                    8.474177193146865E-7
58                       52000                    7.49911608524863E-7
58                       53000                    8.726387799689308E-7
58                       54000                    1.3891779193481723E-6
58                       55000                    1.98990001538574E-6
58                       56000                    1.171745036591559E-6
58                       57000                    8.701789532935169E-7
58                       58000                    8.695159331527955E-7
58                       59000                    1.1381305161229664E-6
58                       60000                    1.465056970993145E-6
58                       61000                    9.336390701963785E-7
58                       62000                    6.109537682544494E-7
58                       63000                    4.977356768549573E-7
58                       64000                    4.894777566065517E-7
58                       65000                    5.785089427117366E-7
58                       66000                    8.249172751964006E-7
58                       67000                    1.0873619642869915E-6
58                       68000                    8.239500256406583E-7
58                       69000                    6.291407091065395E-7
58                       70000                    5.947032583061283E-7
58                       71000                    7.010469085537136E-7
58                       72000                    9.746682649689149E-7
58                       73000                    8.967566467611584E-7
58                       74000                    5.638814541045055E-7
58                       75000                    4.130676297034359E-7
58                       76000                    3.6069427356048956E-7
58                       77000                    3.6657177993411357E-7
58                       78000                    4.3083948986928864E-7
58                       79000                    5.802915250724514E-7
58                       80000                    7.751187982608684E-7
58                       81000                    7.24847902427524E-7
58                       82000                    5.844327729592767E-7
58                       83000                    5.289537864927923E-7
58                       84000                    5.563274254560027E-7
58                       85000                    6.780041968939032E-7
58                       86000                    9.313277872834344E-7
58                       87000                    1.179468511673683E-6
58                       88000                    1.0596393779479391E-6
58                       89000                    8.892534746396936E-7
58                       90000                    8.471807933840261E-7
58                       91000                    9.452354824124083E-7
58                       92000                    1.2356498163429157E-6
58                       93000                    1.6152884621598759E-6
58                       94000                    1.3634525785672744E-6
58                       95000                    9.953337290670698E-7
58                       96000                    8.373683691790771E-7
58                       97000                    8.306501015126237E-7
58                       98000                    9.763660353813296E-7
58                       99000                    1.375606752855947E-6
58                       100000                   1.9226901217252375E-6
59.00000000000001        10000                    4.4139827484344805E-7
59.00000000000001        11000                    4.2936656699436366E-7
59.00000000000001        12000                    1.3511259083239586E-6
59.00000000000001        13000                    4.5781442505679166E-7
59.00000000000001        14000                    3.232111923887046E-7
59.00000000000001        15000                    4.827955551597807E-7
59.00000000000001        16000                    1.3692775301352514E-6
59.00000000000001        17000                    5.595888750957677E-7
59.00000000000001        18000                    5.819691556297808E-7
59.00000000000001        19000                    1.2787052871551505E-6
59.00000000000001        20000                    4.7253219412563725E-7
59.00000000000001        21000                    3.135971089264271E-7
59.00000000000001        22000                    3.5944275698947883E-7
59.00000000000001        23000                    6.806108656241185E-7
59.00000000000001        24000                    5.439583690390316E-7
59.00000000000001        25000                    4.220834085343834E-7
59.00000000000001        26000                    5.575930282334973E-7
59.00000000000001        27000                    8.027467866566129E-7
59.00000000000001        28000                    6.562915816316096E-7
59.00000000000001        29000                    5.935910967173804E-7
59.00000000000001        30000                    6.533260527625943E-7
59.00000000000001        31000                    8.193867259860193E-7
59.00000000000001        32000                    1.2103582623158612E-6
59.00000000000001        33000                    1.4814592127949847E-6
59.00000000000001        34000                    8.816449536232766E-7
59.00000000000001        35000                    6.225711502089741E-7
59.00000000000001        36000                    5.802657836113467E-7
59.00000000000001        37000                    7.134621234660411E-7
59.00000000000001        38000                    1.2504706809100747E-6
59.00000000000001        39000                    1.732100571568879E-6
59.00000000000001        40000                    9.848774891039067E-7
59.00000000000001        41000                    8.106500135867047E-7
59.00000000000001        42000                    9.720098855744602E-7
59.00000000000001        43000                    1.7048455816721942E-6
59.00000000000001        44000                    1.2616610607609447E-6
59.00000000000001        45000                    6.925247340451242E-7
59.00000000000001        46000                    5.363820498219223E-7
59.00000000000001        47000                    5.343154505091509E-7
59.00000000000001        48000                    6.712696803843604E-7
59.00000000000001        49000                    1.0689495971063612E-6
59.00000000000001        50000                    1.3822955201536426E-6
59.00000000000001        51000                    9.894279293673637E-7
59.00000000000001        52000                    8.413063939720455E-7
59.00000000000001        53000                    9.560771197781083E-7
59.00000000000001        54000                    1.5089659812146922E-6
59.00000000000001        55000                    1.918692898397995E-6
59.00000000000001        56000                    1.0716099093453905E-6
59.00000000000001        57000                    7.79753207605583E-7
59.00000000000001        58000                    7.477378272196916E-7
59.00000000000001        59000                    9.199289972730437E-7
59.00000000000001        60000                    1.3354368858085783E-6
59.00000000000001        61000                    1.1241991596931552E-6
59.00000000000001        62000                    7.131317881866383E-7
59.00000000000001        63000                    5.566181569633159E-7
59.00000000000001        64000                    5.331552600037181E-7
59.00000000000001        65000                    6.222892926908914E-7
59.00000000000001        66000                    8.898587875700083E-7
59.00000000000001        67000                    1.1490130647643567E-6
59.00000000000001        68000                    8.169848169281957E-7
59.00000000000001        69000                    6.055751255512927E-7
59.00000000000001        70000                    5.573080796140908E-7
59.00000000000001        71000                    6.325267545689744E-7
59.00000000000001        72000                    8.501924783633756E-7
59.00000000000001        73000                    8.701765550624869E-7
59.00000000000001        74000                    5.693919033725159E-7
59.00000000000001        75000                    4.089348327907474E-7
59.00000000000001        76000                    3.47568907898512E-7
59.00000000000001        77000                    3.4245314950107424E-7
59.00000000000001        78000                    3.877909609027222E-7
59.00000000000001        79000                    5.045032298157535E-7
59.00000000000001        80000                    7.131367972164107E-7
59.00000000000001        81000                    8.130026425010909E-7
59.00000000000001        82000                    6.895678579566193E-7
59.00000000000001        83000                    6.11639723963096E-7
59.00000000000001        84000                    6.307132771740755E-7
59.00000000000001        85000                    7.604886850462702E-7
59.00000000000001        86000                    1.0266831970746907E-6
59.00000000000001        87000                    1.1864521232487292E-6
59.00000000000001        88000                    9.70145778091996E-7
59.00000000000001        89000                    7.879882719784748E-7
59.00000000000001        90000                    7.318559213999844E-7
59.00000000000001        91000                    7.876195707248829E-7
59.00000000000001        92000                    9.879677669321999E-7
59.00000000000001        93000                    1.38917445879514E-6
59.00000000000001        94000                    1.5531594450740095E-6
59.00000000000001        95000                    1.193884805533408E-6
59.00000000000001        96000                    9.708355187525619E-7
59.00000000000001        97000                    9.369158759523301E-7
59.00000000000001        98000                    1.0887858433926576E-6
59.00000000000001        99000                    1.5444644288107267E-6
59.00000000000001        100000                   2.045473707720435E-6
60                       10000                    4.2839797017679896E-7
60                       11000                    4.039020788465712E-7
60                       12000                    1.1771086571142439E-6
60                       13000                    4.991443207690252E-7
60                       14000                    3.357904287803651E-7
60                       15000                    4.918334531960039E-7
60                       16000                    1.368932664380429E-6
60                       17000                    5.489993477628457E-7
60                       18000                    5.53130050882124E-7
60                       19000                    1.2469242750362769E-6
60                       20000                    4.983809135743024E-7
60                       21000                    3.183551590365846E-7
60                       22000                    3.5419968643570036E-7
60                       23000                    6.51103369294748E-7
60                       24000                    5.578347455879605E-7
60                       25000                    4.2752502958719753E-7
60                       26000                    5.618994285314221E-7
60                       27000                    8.301430830926761E-7
60                       28000                    6.597037529198278E-7
60                       29000                    5.767597552737237E-7
60                       30000                    6.155373033081E-7
60                       31000                    7.457022674481834E-7
60                       32000                    1.0660547538712182E-6
60                       33000                    1.5521819910982263E-6
60                       34000                    1.0082040544933611E-6
60                       35000                    6.804139350013772E-7
60                       36000                    6.16282660964567E-7
60                       37000                    7.468865816069666E-7
60                       38000                    1.318138129156736E-6
60                       39000                    1.8011922303161188E-6
60                       40000                    9.740354714965203E-7
60                       41000                    7.835443774013587E-7
60                       42000                    9.075961374212394E-7
60                       43000                    1.4970242322138742E-6
60                       44000                    1.2625830027388969E-6
60                       45000                    6.945678213349259E-7
60                       46000                    5.258522578193045E-7
60                       47000                    5.092701351785464E-7
60                       48000                    6.149929677003215E-7
60                       49000                    9.391624073361502E-7
60                       50000                    1.435973032664583E-6
60                       51000                    1.1458054289520685E-6
60                       52000                    9.444354032936331E-7
60                       53000                    1.0505368906483064E-6
60                       54000                    1.6385983366525857E-6
60                       55000                    1.8193945249317766E-6
60                       56000                    9.877926013890099E-7
60                       57000                    7.112018822976239E-7
60                       58000                    6.629025194329505E-7
60                       59000                    7.77261471157905E-7
60                       60000                    1.1345306986564576E-6
60                       61000                    1.3059510915164023E-6
60                       62000                    8.55066461464151E-7
60                       63000                    6.414242942119927E-7
60                       64000                    6.020579515153296E-7
60                       65000                    7.033251420500335E-7
60                       66000                    1.0183869221280452E-6
60                       67000                    1.1554080054006323E-6
60                       68000                    7.401962932051684E-7
60                       69000                    5.405785572447216E-7
60                       70000                    4.874345394408287E-7
60                       71000                    5.318583421372397E-7
60                       72000                    6.88594063066463E-7
60                       73000                    8.263281519967846E-7
60                       74000                    6.141015242286322E-7
60                       75000                    4.353451205491983E-7
60                       76000                    3.5983312091995936E-7
60                       77000                    3.4515264138537727E-7
60                       78000                    3.805408130783689E-7
60                       79000                    4.82500082060265E-7
60                       80000                    6.839738023424844E-7
60                       81000                    8.597582328603096E-7
60                       82000                    7.68780807737942E-7
60                       83000                    6.738754595789112E-7
60                       84000                    6.838907565961789E-7
60                       85000                    8.166602469924338E-7
60                       86000                    1.086130620287846E-6
60                       87000                    1.1759290914773528E-6
60                       88000                    9.106138198350592E-7
60                       89000                    7.244321398669083E-7
60                       90000                    6.606570350960038E-7
60                       91000                    6.93566264310267E-7
60                       92000                    8.423703090657573E-7
60                       93000                    1.1843321445484286E-6
60                       94000                    1.626953447190552E-6
60                       95000                    1.4539979624638403E-6
60                       96000                    1.164875942709136E-6
60                       97000                    1.100803077080333E-6
60                       98000                    1.2761869352883915E-6
60                       99000                    1.8038690991937976E-6
60                       100000                   1.9726125417939643E-6
61                       10000                    4.184701882521745E-7
61                       11000                    3.8262760734729275E-7
61                       12000                    1.0126419051979416E-6
61                       13000                    5.496706958809495E-7
61                       14000                    3.508017627108609E-7
61                       15000                    5.051142334382073E-7
61                       16000                    1.3555196913898392E-6
61                       17000                    5.30937513977187E-7
61                       18000                    5.173133191857947E-7
61                       19000                    1.1578714949177707E-6
61                       20000                    5.389904276252202E-7
61                       21000                    3.285589631626663E-7
61                       22000                    3.553244877368171E-7
61                       23000                    6.352421172799883E-7
61                       24000                    5.590498093139089E-7
61                       25000                    4.2273762570234765E-7
61                       26000                    5.493407840411251E-7
61                       27000                    8.545092760306031E-7
61                       28000                    6.803803393069199E-7
61                       29000                    5.740894956407185E-7
61                       30000                    5.934778280824821E-7
61                       31000                    6.943656338507844E-7
61                       32000                    9.522249570221768E-7
61                       33000                    1.5181581488626763E-6
61                       34000                    1.1711387082184404E-6
61                       35000                    7.592159508905831E-7
61                       36000                    6.691377242278799E-7
61                       37000                    8.052795336502932E-7
61                       38000                    1.4501844367379556E-6
61                       39000                    1.7464973552127238E-6
61                       40000                    9.122773767546085E-7
61                       41000                    7.245251452652159E-7
61                       42000                    8.092229594151136E-7
61                       43000                    1.2592606327395786E-6
61                       44000                    1.311327069868938E-6
61                       45000                    7.30039628869613E-7
61                       46000                    5.36223533456326E-7
61                       47000                    5.049076370376597E-7
61                       48000                    5.907364151921242E-7
61                       49000                    8.699838296633938E-7
61                       50000                    1.4150843807446033E-6
61                       51000                    1.2594066287753889E-6
61                       52000                    1.0117558190119969E-6
61                       53000                    1.0914981080395187E-6
61                       54000                    1.64782803023886E-6
61                       55000                    1.785208261533523E-6
61                       56000                    9.654607668906317E-7
61                       57000                    6.832323590037127E-7
61                       58000                    6.211852496325428E-7
61                       59000                    7.031266163245884E-7
61                       60000                    1.00020126960752E-6
61                       61000                    1.4093992858125181E-6
61                       62000                    1.0171764957716055E-6
61                       63000                    7.356700952549014E-7
61                       64000                    6.767902270058813E-7
61                       65000                    7.917373555056456E-7
61                       66000                    1.1454726800245986E-6
61                       67000                    1.0976185569519632E-6
61                       68000                    6.630042074655055E-7
61                       69000                    4.814272206808783E-7
61                       70000                    4.2664354281201316E-7
61                       71000                    4.495713909770499E-7
61                       72000                    5.579965657591551E-7
61                       73000                    7.364698493692255E-7
61                       74000                    6.81314273870098E-7
61                       75000                    4.931466054853466E-7
61                       76000                    3.969551220007617E-7
61                       77000                    3.7164721827182107E-7
61                       78000                    4.022183242841421E-7
61                       79000                    5.031748327989984E-7
61                       80000                    7.085013483583733E-7
61                       81000                    8.873893230504555E-7
61                       82000                    7.792475774334562E-7
61                       83000                    6.694916233857874E-7
61                       84000                    6.672378829734586E-7
61                       85000                    7.835561045121998E-7
61                       86000                    1.0392490828317096E-6
61                       87000                    1.1706493207159413E-6
